YEAR,MONTH,ENERGY_WH,MONTH_NAME,ENERGY_KWH,TAVG,TMAX,TMIN,ENERGY_TAVG_RATIO,ENERGY_TMAX_RATIO,ENERGY_TMIN_RATIO
2021,8,212858,August,212.858,71.90322580645162,81.6774193548387,62.12903225806452,2.9603400628084344,2.606081358609795,3.426063343717549
2021,9,197858,September,197.858,63.71666666666667,74.26666666666667,53.166666666666664,3.105278577033743,2.6641561938958707,3.7214670846394986
2021,10,107074,October,107.074,55.83870967741935,63.516129032258064,48.16129032258065,1.9175586366262276,1.6857765363128492,2.2232377762893503
2021,11,89608,November,89.608,35.93333333333333,44.766666666666666,27.1,2.493729128014843,2.001667907669397,3.3065682656826567
2021,12,62329,December,62.329,28.951612903225808,37.03225806451613,20.870967741935484,2.152867966573816,1.6831001742160279,2.9863972179289027
2022,1,116470,January,116.47,13.338709677419354,22.483870967741936,4.193548387096774,8.731729141475212,5.180157819225251,27.773615384615386
2022,2,123288,February,123.288,20.017857142857142,28.821428571428573,11.214285714285714,6.158900981266726,4.2776505576208175,10.993834394904459
2022,3,157959,March,157.959,32.225806451612904,39.806451612903224,24.64516129032258,4.90163063063063,3.9681758508914102,6.409331151832461
2022,4,154876,April,154.876,41.85,49.766666666666666,33.93333333333333,3.700740740740741,3.11204286671132,4.564125736738704
2022,5,203593,May,203.593,59.96774193548387,69.61290322580645,50.32258064516129,3.3950419580419577,2.924644578313253,4.045758333333334
2022,6,231444,June,231.444,67.33333333333333,77.8,56.86666666666667,3.4372871287128715,2.974858611825193,4.069941383352872
2022,7,235289,July,235.289,71.48387096774194,81.2258064516129,61.74193548387097,3.29149774368231,2.8967271644162036,3.810845872518286
2022,8,204804,August,204.804,70.29032258064517,79.74193548387096,60.83870967741935,2.913687012391005,2.5683349514563107,3.3663435843054086
2022,9,168532,September,168.532,61.81666666666667,71.23333333333333,52.4,2.726319762739283,2.36591483387927,3.216259541984733
2022,10,138761,October,138.761,49.25806451612903,60.225806451612904,38.29032258064516,2.817020956123117,2.304012319228709,3.623918281381634
2022,11,92046,November,92.046,38.15,46.6,29.7,2.4127391874180866,1.975236051502146,3.0991919191919193
2022,12,48332,December,48.332,24.5,31.096774193548388,17.903225806451612,1.972734693877551,1.5542448132780082,2.6996252252252253
2023,1,47916,January,47.916,26.258064516129032,30.741935483870968,21.774193548387096,1.8248108108108108,1.5586526757607555,2.2005866666666667
2023,2,146136,February,146.136,25.125,33.535714285714285,16.714285714285715,5.816358208955224,4.357623003194888,8.743179487179486
2023,3,175172,March,175.172,31.161290322580644,38.61290322580645,23.70967741935484,5.621461697722568,4.53661821219716,7.388206802721088
2023,4,174435,April,174.435,46.81666666666667,56.93333333333333,36.7,3.7259166963332144,3.063846604215457,4.752997275204359
2023,5,222591,May,222.591,58.145161290322584,70.06451612903226,46.225806451612904,3.8281947295423024,3.176943370165746,4.815297278436846
2023,6,227580,June,227.58,68.18333333333334,79.3,57.06666666666667,3.337765827426057,2.869861286254729,3.9879672897196263
2023,7,240838,July,240.838,72.58064516129032,83.6774193548387,61.483870967741936,3.3182124444444443,2.8781719352351582,3.9170923399790136
2023,8,224976,August,224.976,70.24193548387096,79.41935483870968,61.064516129032256,3.202873019517796,2.8327603574329814,3.684234548335975
2023,9,140424,September,140.424,65.75,75.13333333333334,56.36666666666667,2.135726235741445,1.868997338065661,2.491259609698403
2023,10,39893,October,39.893,52.193548387096776,60.41935483870968,43.96774193548387,0.7643281829419035,0.6602685531233315,0.9073242846661775
2023,11,47645,November,47.645,37.55,46.86666666666667,28.233333333333334,1.2688415446071906,1.016607396870555,1.6875442739079103
2023,12,26794,December,26.794,35.16129032258065,41.096774193548384,29.225806451612904,0.7620311926605504,0.6519733124018838,0.9167924944812362
2024,1,731,January,0.731,24.129032258064516,28.193548387096776,20.06451612903226,0.030295454545454546,0.025927917620137297,0.03643247588424437
