Date/Time,Energy Produced (Wh)
08/11/2016,"4,124"
08/12/2016,"2,892"
08/13/2016,"6,277"
08/14/2016,"8,586"
08/15/2016,"7,747"
08/16/2016,"7,860"
08/17/2016,"8,020"
08/18/2016,"8,606"
08/19/2016,"3,516"
08/20/2016,"2,843"
08/21/2016,"6,361"
08/22/2016,"9,331"
08/23/2016,"8,006"
08/24/2016,"4,161"
08/25/2016,"7,489"
08/26/2016,"6,736"
08/27/2016,"1,697"
08/28/2016,"8,295"
08/29/2016,"7,590"
08/30/2016,"7,571"
08/31/2016,"7,930"
09/01/2016,"5,949"
09/02/2016,"9,016"
09/03/2016,"8,976"
09/04/2016,"9,094"
09/05/2016,"6,539"
09/06/2016,"5,776"
09/07/2016,"2,323"
09/08/2016,"6,385"
09/09/2016,"2,660"
09/10/2016,"3,047"
09/11/2016,"9,117"
09/12/2016,"9,085"
09/13/2016,"1,885"
09/14/2016,"6,368"
09/15/2016,"8,619"
09/16/2016,"4,063"
09/17/2016,"8,215"
09/18/2016,"8,918"
09/19/2016,"3,293"
09/20/2016,"8,694"
09/21/2016,"2,224"
09/22/2016,"3,440"
09/23/2016,"3,176"
09/24/2016,"5,850"
09/25/2016,"4,228"
09/26/2016,"6,566"
09/27/2016,"1,596"
09/28/2016,"4,602"
09/29/2016,"8,240"
09/30/2016,515
10/01/2016,"1,564"
10/02/2016,"6,622"
10/03/2016,"3,761"
10/04/2016,"2,487"
10/05/2016,"3,387"
10/06/2016,"2,707"
10/07/2016,"4,655"
10/08/2016,"7,748"
10/09/2016,"7,590"
10/10/2016,"7,107"
10/11/2016,"3,157"
10/12/2016,358
10/13/2016,"4,610"
10/14/2016,"5,408"
10/15/2016,645
10/16/2016,"5,547"
10/17/2016,"1,784"
10/18/2016,"6,148"
10/19/2016,"4,518"
10/20/2016,"5,708"
10/21/2016,"2,089"
10/22/2016,"4,963"
10/23/2016,"5,592"
10/24/2016,"7,060"
10/25/2016,"4,862"
10/26/2016,281
10/27/2016,"1,373"
10/28/2016,"2,079"
10/29/2016,"2,089"
10/30/2016,"3,617"
10/31/2016,"2,105"
11/01/2016,"5,518"
11/02/2016,"2,716"
11/03/2016,"3,311"
11/04/2016,"6,223"
11/05/2016,"5,442"
11/06/2016,"5,712"
11/07/2016,"5,678"
11/08/2016,"2,506"
11/09/2016,"5,969"
11/10/2016,"5,860"
11/11/2016,"5,998"
11/12/2016,"5,567"
11/13/2016,"5,793"
11/14/2016,"4,207"
11/15/2016,"1,005"
11/16/2016,"5,278"
11/17/2016,"3,586"
11/18/2016,"1,557"
11/19/2016,"1,991"
11/20/2016,"5,134"
11/21/2016,"5,351"
11/22/2016,"2,522"
11/23/2016,162
11/24/2016,680
11/25/2016,443
11/26/2016,"2,146"
11/27/2016,"4,057"
11/28/2016,162
11/29/2016,"4,085"
11/30/2016,893
12/01/2016,946
12/02/2016,795
12/03/2016,238
12/04/2016,42
12/05/2016,677
12/06/2016,612
12/07/2016,"1,996"
12/08/2016,"4,061"
12/09/2016,"4,720"
12/10/2016,"4,414"
12/11/2016,143
12/12/2016,904
12/13/2016,"5,000"
12/14/2016,"4,956"
12/15/2016,"4,968"
12/16/2016,415
12/17/2016,127
12/18/2016,"1,939"
12/19/2016,"1,558"
12/20/2016,"3,672"
12/21/2016,697
12/22/2016,"4,782"
12/23/2016,546
12/24/2016,"1,048"
12/25/2016,397
12/26/2016,"4,678"
12/27/2016,"1,485"
12/28/2016,"2,495"
12/29/2016,"1,182"
12/30/2016,"1,931"
12/31/2016,"1,018"
01/01/2017,"4,452"
01/02/2017,"1,113"
01/03/2017,407
01/04/2017,"4,994"
01/05/2017,"5,100"
01/06/2017,"5,067"
01/07/2017,"5,213"
01/08/2017,"4,990"
01/09/2017,977
01/10/2017,256
01/11/2017,"1,352"
01/12/2017,"2,414"
01/13/2017,"1,693"
01/14/2017,"3,937"
01/15/2017,"5,579"
01/16/2017,"1,369"
01/17/2017,562
01/18/2017,"2,991"
01/19/2017,903
01/20/2017,602
01/21/2017,399
01/22/2017,"1,319"
01/23/2017,"1,338"
01/24/2017,964
01/25/2017,747
01/26/2017,"2,455"
01/27/2017,"1,953"
01/28/2017,810
01/29/2017,"1,472"
01/30/2017,"2,804"
01/31/2017,"2,186"
02/01/2017,"4,347"
02/02/2017,"7,246"
02/03/2017,"7,428"
02/04/2017,"2,474"
02/05/2017,"5,802"
02/06/2017,"5,128"
02/07/2017,294
02/08/2017,"5,679"
02/09/2017,"8,113"
02/10/2017,"4,250"
02/11/2017,"2,509"
02/12/2017,"7,393"
02/13/2017,"7,459"
02/14/2017,"5,731"
02/15/2017,"4,721"
02/16/2017,"3,186"
02/17/2017,"7,883"
02/18/2017,"7,865"
02/19/2017,"7,522"
02/20/2017,"2,183"
02/21/2017,"8,265"
02/22/2017,"6,111"
02/23/2017,"3,764"
02/24/2017,634
02/25/2017,"5,843"
02/26/2017,"7,136"
02/27/2017,"7,785"
02/28/2017,522
03/01/2017,174
03/02/2017,"5,194"
03/03/2017,"10,246"
03/04/2017,"4,240"
03/05/2017,"2,520"
03/06/2017,612
03/07/2017,"8,039"
03/08/2017,"7,538"
03/09/2017,"4,375"
03/10/2017,"10,318"
03/11/2017,"10,359"
03/12/2017,"7,033"
03/13/2017,"4,535"
03/14/2017,"7,919"
03/15/2017,"10,411"
03/16/2017,"9,923"
03/17/2017,660
03/18/2017,"3,745"
03/19/2017,"8,474"
03/20/2017,"5,073"
03/21/2017,"9,893"
03/22/2017,"9,829"
03/23/2017,"1,964"
03/24/2017,738
03/25/2017,562
03/26/2017,768
03/27/2017,"1,225"
03/28/2017,"9,831"
03/29/2017,"2,007"
03/30/2017,717
03/31/2017,"7,124"
04/01/2017,"9,496"
04/02/2017,"2,766"
04/03/2017,897
04/04/2017,"5,439"
04/05/2017,"1,816"
04/06/2017,"8,619"
04/07/2017,"9,502"
04/08/2017,"8,474"
04/09/2017,"5,047"
04/10/2017,980
04/11/2017,"1,785"
04/12/2017,"5,055"
04/13/2017,"2,798"
04/14/2017,"4,999"
04/15/2017,"4,199"
04/16/2017,"9,401"
04/17/2017,"6,956"
04/18/2017,"4,863"
04/19/2017,"3,700"
04/20/2017,"1,467"
04/21/2017,"8,980"
04/22/2017,"10,571"
04/23/2017,"10,476"
04/24/2017,"7,490"
04/25/2017,"8,153"
04/26/2017,"2,106"
04/27/2017,"2,767"
04/28/2017,"7,671"
04/29/2017,"5,918"
04/30/2017,"1,373"
05/01/2017,"4,385"
05/02/2017,"4,347"
05/03/2017,"10,153"
05/04/2017,"8,283"
05/05/2017,"10,442"
05/06/2017,"10,162"
05/07/2017,"11,018"
05/08/2017,"10,567"
05/09/2017,"4,561"
05/10/2017,"6,614"
05/11/2017,"6,435"
05/12/2017,"6,396"
05/13/2017,"5,642"
05/14/2017,"10,281"
05/15/2017,"7,629"
05/16/2017,"7,118"
05/17/2017,"5,265"
05/18/2017,"5,116"
05/19/2017,"5,758"
05/20/2017,"3,520"
05/21/2017,"4,278"
05/22/2017,"9,180"
05/23/2017,"2,322"
05/24/2017,"2,112"
05/25/2017,"10,203"
05/26/2017,"6,344"
05/27/2017,"8,469"
05/28/2017,"7,536"
05/29/2017,"7,246"
05/30/2017,"4,843"
05/31/2017,"9,330"
06/01/2017,"10,305"
06/02/2017,"9,609"
06/03/2017,"6,072"
06/04/2017,"10,072"
06/05/2017,"8,474"
06/06/2017,"10,296"
06/07/2017,"9,638"
06/08/2017,"7,392"
06/09/2017,"7,352"
06/10/2017,"9,716"
06/11/2017,"4,908"
06/12/2017,"4,530"
06/13/2017,"3,358"
06/14/2017,"5,985"
06/15/2017,"9,509"
06/16/2017,"8,154"
06/17/2017,"7,756"
06/18/2017,"5,739"
06/19/2017,"5,619"
06/20/2017,"5,820"
06/21/2017,"8,360"
06/22/2017,"2,686"
06/23/2017,"8,975"
06/24/2017,"8,825"
06/25/2017,"7,294"
06/26/2017,"5,601"
06/27/2017,"9,397"
06/28/2017,"2,001"
06/29/2017,"7,007"
06/30/2017,"8,072"
07/01/2017,"7,367"
07/02/2017,"6,879"
07/03/2017,"8,896"
07/04/2017,"9,701"
07/05/2017,"5,274"
07/06/2017,"7,799"
07/07/2017,"7,511"
07/08/2017,"9,713"
07/09/2017,"6,468"
07/10/2017,"8,488"
07/11/2017,"8,379"
07/12/2017,"6,301"
07/13/2017,"6,243"
07/14/2017,"4,414"
07/15/2017,"9,851"
07/16/2017,"7,457"
07/17/2017,"9,422"
07/18/2017,"7,626"
07/19/2017,"8,981"
07/20/2017,"8,506"
07/21/2017,"3,646"
07/22/2017,"6,202"
07/23/2017,"5,490"
07/24/2017,"8,910"
07/25/2017,"6,891"
07/26/2017,"3,772"
07/27/2017,"9,908"
07/28/2017,"9,778"
07/29/2017,"9,911"
07/30/2017,"9,514"
07/31/2017,"9,050"
08/01/2017,"6,846"
08/02/2017,"6,309"
08/03/2017,"1,961"
08/04/2017,"2,437"
08/05/2017,"7,583"
08/06/2017,"6,438"
08/07/2017,"9,921"
08/08/2017,"9,449"
08/09/2017,"7,391"
08/10/2017,"6,096"
08/11/2017,"3,031"
08/12/2017,"9,846"
08/13/2017,"7,199"
08/14/2017,"6,342"
08/15/2017,"7,746"
08/16/2017,"8,274"
08/17/2017,"5,625"
08/18/2017,"3,594"
08/19/2017,"8,865"
08/20/2017,"6,084"
08/21/2017,"4,726"
08/22/2017,"8,369"
08/23/2017,"8,845"
08/24/2017,"9,359"
08/25/2017,"9,457"
08/26/2017,"2,164"
08/27/2017,"1,243"
08/28/2017,"3,088"
08/29/2017,"5,569"
08/30/2017,"6,901"
08/31/2017,"8,837"
09/01/2017,"8,337"
09/02/2017,"2,911"
09/03/2017,"8,808"
09/04/2017,"5,746"
09/05/2017,"6,042"
09/06/2017,"6,474"
09/07/2017,"3,136"
09/08/2017,"8,084"
09/09/2017,"9,050"
09/10/2017,"8,813"
09/11/2017,"8,625"
09/12/2017,"8,564"
09/13/2017,"8,377"
09/14/2017,"7,760"
09/15/2017,"7,889"
09/16/2017,"7,215"
09/17/2017,"4,887"
09/18/2017,"7,687"
09/19/2017,"7,757"
09/20/2017,"6,107"
09/21/2017,"4,797"
09/22/2017,"7,801"
09/23/2017,"7,960"
09/24/2017,"7,984"
09/25/2017,"7,523"
09/26/2017,"2,834"
09/27/2017,"6,836"
09/28/2017,"7,244"
09/29/2017,"5,725"
09/30/2017,"8,644"
10/01/2017,"7,762"
10/02/2017,"5,730"
10/03/2017,"4,111"
10/04/2017,"8,358"
10/05/2017,"2,382"
10/06/2017,"1,382"
10/07/2017,"1,090"
10/08/2017,"7,402"
10/09/2017,"6,491"
10/10/2017,"4,756"
10/11/2017,"1,846"
10/12/2017,650
10/13/2017,"1,046"
10/14/2017,839
10/15/2017,"3,313"
10/16/2017,"7,030"
10/17/2017,"6,572"
10/18/2017,"6,474"
10/19/2017,"6,229"
10/20/2017,"6,153"
10/21/2017,"5,896"
10/22/2017,268
10/23/2017,"1,511"
10/24/2017,707
10/25/2017,"6,166"
10/26/2017,"3,892"
10/27/2017,744
10/28/2017,"1,130"
10/29/2017,"5,311"
10/30/2017,"1,570"
10/31/2017,911
11/01/2017,"2,184"
11/02/2017,594
11/03/2017,"4,336"
11/04/2017,295
11/05/2017,632
11/06/2017,"4,566"
11/07/2017,"4,176"
11/08/2017,"2,822"
11/09/2017,"2,679"
11/10/2017,"4,826"
11/11/2017,342
11/12/2017,"3,732"
11/13/2017,"4,255"
11/14/2017,541
11/15/2017,254
11/16/2017,"3,557"
11/17/2017,469
11/18/2017,315
11/19/2017,"5,118"
11/20/2017,"4,568"
11/21/2017,"1,156"
11/22/2017,"4,510"
11/23/2017,"4,693"
11/24/2017,"3,437"
11/25/2017,"4,709"
11/26/2017,"4,214"
11/27/2017,"2,977"
11/28/2017,"3,303"
11/29/2017,"4,645"
11/30/2017,"4,543"
12/01/2017,"3,021"
12/02/2017,"2,968"
12/03/2017,"3,372"
12/04/2017,531
12/05/2017,"3,540"
12/06/2017,"1,191"
12/07/2017,"4,058"
12/08/2017,537
12/09/2017,"4,364"
12/10/2017,730
12/11/2017,521
12/12/2017,"1,721"
12/13/2017,129
12/14/2017,"2,256"
12/15/2017,"1,553"
12/16/2017,550
12/17/2017,443
12/18/2017,0
12/19/2017,"4,745"
12/20/2017,"1,011"
12/21/2017,651
12/22/2017,826
12/23/2017,"1,414"
12/24/2017,542
12/25/2017,"4,206"
12/26/2017,"4,767"
12/27/2017,"4,728"
12/28/2017,982
12/29/2017,"1,031"
12/30/2017,"4,815"
12/31/2017,"4,803"
01/01/2018,"4,828"
01/02/2018,"4,632"
01/03/2018,"2,930"
01/04/2018,"4,953"
01/05/2018,"4,978"
01/06/2018,"4,922"
01/07/2018,"2,888"
01/08/2018,"4,903"
01/09/2018,"3,382"
01/10/2018,322
01/11/2018,272
01/12/2018,"5,266"
01/13/2018,"5,234"
01/14/2018,"3,856"
01/15/2018,438
01/16/2018,"3,205"
01/17/2018,"3,737"
01/18/2018,"4,093"
01/19/2018,"2,862"
01/20/2018,"2,641"
01/21/2018,"3,227"
01/22/2018,193
01/23/2018,"1,005"
01/24/2018,"3,886"
01/25/2018,"4,217"
01/26/2018,"2,519"
01/27/2018,"5,835"
01/28/2018,"2,148"
01/29/2018,"3,116"
01/30/2018,"5,129"
01/31/2018,"3,674"
02/01/2018,"6,622"
02/02/2018,"6,658"
02/03/2018,554
02/04/2018,"2,950"
02/05/2018,"3,538"
02/06/2018,"6,839"
02/07/2018,"6,230"
02/08/2018,"7,675"
02/09/2018,"6,017"
02/10/2018,"6,541"
02/11/2018,"5,839"
02/12/2018,"7,706"
02/13/2018,"2,674"
02/14/2018,"7,996"
02/15/2018,"4,786"
02/16/2018,"8,621"
02/17/2018,"1,118"
02/18/2018,"3,284"
02/19/2018,"1,007"
02/20/2018,"1,042"
02/21/2018,"6,972"
02/22/2018,"2,041"
02/23/2018,"1,053"
02/24/2018,"4,526"
02/25/2018,"7,277"
02/26/2018,"8,776"
02/27/2018,"8,144"
02/28/2018,"3,089"
03/01/2018,"2,964"
03/02/2018,"9,043"
03/03/2018,"5,938"
03/04/2018,"3,602"
03/05/2018,"1,940"
03/06/2018,"1,474"
03/07/2018,"4,747"
03/08/2018,"5,543"
03/09/2018,"8,366"
03/10/2018,"8,776"
03/11/2018,"8,114"
03/12/2018,"7,924"
03/13/2018,"5,889"
03/14/2018,"10,062"
03/15/2018,"9,129"
03/16/2018,"9,694"
03/17/2018,"10,077"
03/18/2018,"9,528"
03/19/2018,"10,009"
03/20/2018,"4,322"
03/21/2018,"8,754"
03/22/2018,"10,090"
03/23/2018,"9,938"
03/24/2018,"5,430"
03/25/2018,"9,323"
03/26/2018,"6,198"
03/27/2018,"2,457"
03/28/2018,"9,825"
03/29/2018,"7,390"
03/30/2018,"8,665"
03/31/2018,"1,845"
04/01/2018,"10,735"
04/02/2018,"6,469"
04/03/2018,790
04/04/2018,"9,754"
04/05/2018,"10,476"
04/06/2018,"7,267"
04/07/2018,"10,313"
04/08/2018,"8,693"
04/09/2018,"8,109"
04/10/2018,"5,876"
04/11/2018,"9,438"
04/12/2018,"2,551"
04/13/2018,548
04/14/2018,"2,303"
04/15/2018,"1,388"
04/16/2018,"4,268"
04/17/2018,"6,639"
04/18/2018,"2,861"
04/19/2018,"10,825"
04/20/2018,"10,265"
04/21/2018,"8,251"
04/22/2018,"10,096"
04/23/2018,"9,221"
04/24/2018,"8,685"
04/25/2018,"10,284"
04/26/2018,"8,621"
04/27/2018,"4,258"
04/28/2018,"10,667"
04/29/2018,"10,838"
04/30/2018,"8,831"
05/01/2018,"6,951"
05/02/2018,"5,171"
05/03/2018,"4,035"
05/04/2018,"6,843"
05/05/2018,"10,056"
05/06/2018,"8,721"
05/07/2018,"9,040"
05/08/2018,"7,000"
05/09/2018,"1,575"
05/10/2018,"7,171"
05/11/2018,"1,607"
05/12/2018,"7,470"
05/13/2018,"9,199"
05/14/2018,"5,789"
05/15/2018,"9,183"
05/16/2018,"8,716"
05/17/2018,"7,790"
05/18/2018,"8,375"
05/19/2018,"4,909"
05/20/2018,"7,484"
05/21/2018,"2,125"
05/22/2018,"5,959"
05/23/2018,"7,656"
05/24/2018,"7,649"
05/25/2018,"6,704"
05/26/2018,"7,984"
05/27/2018,"7,404"
05/28/2018,"5,880"
05/29/2018,"8,843"
05/30/2018,"2,953"
05/31/2018,"6,445"
06/01/2018,"9,490"
06/02/2018,"4,416"
06/03/2018,"4,895"
06/04/2018,"9,499"
06/05/2018,"9,779"
06/06/2018,"4,560"
06/07/2018,"9,914"
06/08/2018,"6,613"
06/09/2018,"6,975"
06/10/2018,"2,910"
06/11/2018,"9,431"
06/12/2018,"6,689"
06/13/2018,"10,417"
06/14/2018,"8,675"
06/15/2018,"2,857"
06/16/2018,"6,468"
06/17/2018,"8,633"
06/18/2018,"3,485"
06/19/2018,"3,310"
06/20/2018,"5,583"
06/21/2018,"7,848"
06/22/2018,"6,330"
06/23/2018,"10,072"
06/24/2018,"9,589"
06/25/2018,"7,510"
06/26/2018,"3,752"
06/27/2018,"5,962"
06/28/2018,"9,399"
06/29/2018,"9,177"
06/30/2018,"8,705"
07/01/2018,"7,108"
07/02/2018,"9,852"
07/03/2018,"9,412"
07/04/2018,"7,947"
07/05/2018,"6,605"
07/06/2018,"10,188"
07/07/2018,"10,033"
07/08/2018,"9,848"
07/09/2018,"7,899"
07/10/2018,"8,223"
07/11/2018,"8,781"
07/12/2018,"4,636"
07/13/2018,"4,986"
07/14/2018,"5,732"
07/15/2018,"7,294"
07/16/2018,"9,435"
07/17/2018,"8,855"
07/18/2018,"9,164"
07/19/2018,"7,734"
07/20/2018,"4,301"
07/21/2018,"2,148"
07/22/2018,"5,880"
07/23/2018,"7,988"
07/24/2018,"8,909"
07/25/2018,"7,822"
07/26/2018,"5,894"
07/27/2018,"5,900"
07/28/2018,"7,157"
07/29/2018,"7,464"
07/30/2018,"7,218"
07/31/2018,"7,992"
08/01/2018,"6,955"
08/02/2018,"2,536"
08/03/2018,"7,484"
08/04/2018,"6,787"
08/05/2018,"7,100"
08/06/2018,"6,048"
08/07/2018,"3,503"
08/08/2018,"8,220"
08/09/2018,"8,855"
08/10/2018,"8,325"
08/11/2018,"7,528"
08/12/2018,"8,459"
08/13/2018,"7,954"
08/14/2018,"8,481"
08/15/2018,"7,985"
08/16/2018,"3,246"
08/17/2018,"5,226"
08/18/2018,"6,972"
08/19/2018,"7,684"
08/20/2018,"2,547"
08/21/2018,"2,777"
08/22/2018,"9,095"
08/23/2018,"8,806"
08/24/2018,"1,318"
08/25/2018,"4,199"
08/26/2018,"4,576"
08/27/2018,"4,951"
08/28/2018,"2,268"
08/29/2018,"5,054"
08/30/2018,"8,856"
08/31/2018,"7,908"
09/01/2018,"4,119"
09/02/2018,"3,469"
09/03/2018,"1,630"
09/04/2018,"7,768"
09/05/2018,"1,983"
09/06/2018,"9,777"
09/07/2018,"5,721"
09/08/2018,"7,861"
09/09/2018,"9,672"
09/10/2018,"9,347"
09/11/2018,"8,820"
09/12/2018,"8,725"
09/13/2018,"8,818"
09/14/2018,"8,344"
09/15/2018,"8,080"
09/16/2018,"8,255"
09/17/2018,"7,844"
09/18/2018,"2,941"
09/19/2018,"1,069"
09/20/2018,"1,620"
09/21/2018,"3,894"
09/22/2018,"9,232"
09/23/2018,"8,697"
09/24/2018,"7,865"
09/25/2018,"3,052"
09/26/2018,"7,251"
09/27/2018,"4,467"
09/28/2018,"3,509"
09/29/2018,"1,947"
09/30/2018,732
10/01/2018,617
10/02/2018,"1,291"
10/03/2018,"3,362"
10/04/2018,"8,204"
10/05/2018,511
10/06/2018,"1,765"
10/07/2018,"1,176"
10/08/2018,"2,147"
10/09/2018,"4,331"
10/10/2018,917
10/11/2018,"2,144"
10/12/2018,962
10/13/2018,"4,161"
10/14/2018,654
10/15/2018,"3,863"
10/16/2018,"5,949"
10/17/2018,"6,809"
10/18/2018,"7,104"
10/19/2018,495
10/20/2018,"2,779"
10/21/2018,"5,191"
10/22/2018,"6,787"
10/23/2018,"6,461"
10/24/2018,"5,412"
10/25/2018,"3,653"
10/26/2018,"1,427"
10/27/2018,"1,147"
10/28/2018,442
10/29/2018,"1,425"
10/30/2018,"1,738"
10/31/2018,"6,012"
11/01/2018,"3,326"
11/02/2018,"2,948"
11/03/2018,"5,740"
11/04/2018,146
11/05/2018,"1,200"
11/06/2018,726
11/07/2018,"1,056"
11/08/2018,864
11/09/2018,"4,442"
11/10/2018,"5,632"
11/11/2018,"1,338"
11/12/2018,"2,096"
11/13/2018,"5,621"
11/14/2018,"5,752"
11/15/2018,"5,349"
11/16/2018,456
11/17/2018,"1,053"
11/18/2018,"5,576"
11/19/2018,"1,711"
11/20/2018,"1,106"
11/21/2018,"3,388"
11/22/2018,314
11/23/2018,"2,652"
11/24/2018,237
11/25/2018,800
11/26/2018,"2,123"
11/27/2018,"1,566"
11/28/2018,"4,368"
11/29/2018,186
11/30/2018,488
12/01/2018,164
12/02/2018,681
12/03/2018,757
12/04/2018,"4,292"
12/05/2018,"3,272"
12/06/2018,"4,587"
12/07/2018,"4,480"
12/08/2018,"4,580"
12/09/2018,"2,554"
12/10/2018,"4,807"
12/11/2018,694
12/12/2018,194
12/13/2018,"1,577"
12/14/2018,"3,678"
12/15/2018,"4,310"
12/16/2018,"3,877"
12/17/2018,"4,343"
12/18/2018,"4,240"
12/19/2018,"1,166"
12/20/2018,459
12/21/2018,523
12/22/2018,493
12/23/2018,673
12/24/2018,"3,989"
12/25/2018,722
12/26/2018,909
12/27/2018,112
12/28/2018,221
12/29/2018,"1,921"
12/30/2018,"2,402"
12/31/2018,120
01/01/2019,247
01/02/2019,75
01/03/2019,"1,484"
01/04/2019,"3,860"
01/05/2019,"4,801"
01/06/2019,"2,395"
01/07/2019,168
01/08/2019,"2,140"
01/09/2019,"3,125"
01/10/2019,"2,298"
01/11/2019,804
01/12/2019,324
01/13/2019,633
01/14/2019,"1,134"
01/15/2019,294
01/16/2019,"5,256"
01/17/2019,437
01/18/2019,"1,894"
01/19/2019,"5,113"
01/20/2019,"5,706"
01/21/2019,"5,035"
01/22/2019,484
01/23/2019,50
01/24/2019,99
01/25/2019,503
01/26/2019,399
01/27/2019,684
01/28/2019,169
01/29/2019,785
01/30/2019,"2,184"
01/31/2019,"2,933"
02/01/2019,"3,802"
02/02/2019,861
02/03/2019,606
02/04/2019,358
02/05/2019,"3,252"
02/06/2019,"1,255"
02/07/2019,645
02/08/2019,"7,231"
02/09/2019,"7,199"
02/10/2019,916
02/11/2019,796
02/12/2019,997
02/13/2019,"8,205"
02/14/2019,"2,526"
02/15/2019,"8,797"
02/16/2019,"7,952"
02/17/2019,"1,490"
02/18/2019,"8,751"
02/19/2019,"8,708"
02/20/2019,858
02/21/2019,"8,545"
02/22/2019,"8,686"
02/23/2019,"1,279"
02/24/2019,"1,951"
02/25/2019,"7,769"
02/26/2019,"2,459"
02/27/2019,"2,412"
02/28/2019,"6,531"
03/01/2019,"3,574"
03/02/2019,"6,547"
03/03/2019,"10,360"
03/04/2019,"10,303"
03/05/2019,"9,405"
03/06/2019,"8,359"
03/07/2019,"8,611"
03/08/2019,"7,397"
03/09/2019,"4,051"
03/10/2019,"2,382"
03/11/2019,"10,732"
03/12/2019,"7,673"
03/13/2019,"1,111"
03/14/2019,"5,505"
03/15/2019,"1,203"
03/16/2019,"10,112"
03/17/2019,"10,291"
03/18/2019,"9,464"
03/19/2019,"9,551"
03/20/2019,"2,319"
03/21/2019,"5,194"
03/22/2019,"9,980"
03/23/2019,"10,021"
03/24/2019,"5,167"
03/25/2019,"10,297"
03/26/2019,"8,793"
03/27/2019,"4,895"
03/28/2019,"4,209"
03/29/2019,"8,305"
03/30/2019,"7,556"
03/31/2019,"7,184"
04/01/2019,"1,147"
04/02/2019,"4,828"
04/03/2019,"7,773"
04/04/2019,"5,014"
04/05/2019,"2,537"
04/06/2019,"1,376"
04/07/2019,"2,942"
04/08/2019,"8,690"
04/09/2019,"8,131"
04/10/2019,"1,431"
04/11/2019,453
04/12/2019,"3,084"
04/13/2019,"2,161"
04/14/2019,"1,932"
04/15/2019,"9,061"
04/16/2019,"6,207"
04/17/2019,923
04/18/2019,"1,039"
04/19/2019,"9,543"
04/20/2019,"9,474"
04/21/2019,"7,533"
04/22/2019,"4,829"
04/23/2019,"10,438"
04/24/2019,"10,198"
04/25/2019,"2,965"
04/26/2019,"10,587"
04/27/2019,"3,132"
04/28/2019,"9,995"
04/29/2019,"1,302"
04/30/2019,"1,560"
05/01/2019,"2,091"
05/02/2019,"4,012"
05/03/2019,"4,442"
05/04/2019,"10,131"
05/05/2019,"7,476"
05/06/2019,"4,798"
05/07/2019,"9,411"
05/08/2019,"2,268"
05/09/2019,"1,853"
05/10/2019,"8,337"
05/11/2019,"6,759"
05/12/2019,"9,885"
05/13/2019,"10,138"
05/14/2019,"8,269"
05/15/2019,"9,810"
05/16/2019,"4,921"
05/17/2019,"8,422"
05/18/2019,"1,625"
05/19/2019,"1,457"
05/20/2019,"6,888"
05/21/2019,"5,649"
05/22/2019,"5,218"
05/23/2019,"5,856"
05/24/2019,"3,091"
05/25/2019,"9,318"
05/26/2019,"7,501"
05/27/2019,"2,747"
05/28/2019,"3,120"
05/29/2019,"8,516"
05/30/2019,"7,295"
05/31/2019,"8,948"
06/01/2019,"3,991"
06/02/2019,"10,126"
06/03/2019,"9,004"
06/04/2019,"8,052"
06/05/2019,"6,305"
06/06/2019,"9,860"
06/07/2019,"9,747"
06/08/2019,"9,960"
06/09/2019,"2,059"
06/10/2019,"9,820"
06/11/2019,"7,696"
06/12/2019,"1,710"
06/13/2019,"8,142"
06/14/2019,"1,368"
06/15/2019,"2,087"
06/16/2019,"2,881"
06/17/2019,"7,504"
06/18/2019,"3,188"
06/19/2019,"8,362"
06/20/2019,"8,277"
06/21/2019,"6,920"
06/22/2019,"8,218"
06/23/2019,"4,986"
06/24/2019,"1,877"
06/25/2019,"7,139"
06/26/2019,"7,287"
06/27/2019,"6,247"
06/28/2019,"5,391"
06/29/2019,"7,846"
06/30/2019,"3,714"
07/01/2019,"5,933"
07/02/2019,"4,112"
07/03/2019,"9,421"
07/04/2019,"7,898"
07/05/2019,"8,399"
07/06/2019,"5,582"
07/07/2019,"9,227"
07/08/2019,"7,934"
07/09/2019,"8,845"
07/10/2019,"8,796"
07/11/2019,"10,032"
07/12/2019,"9,468"
07/13/2019,"7,841"
07/14/2019,"9,433"
07/15/2019,"7,045"
07/16/2019,"9,146"
07/17/2019,"4,970"
07/18/2019,"3,662"
07/19/2019,"8,659"
07/20/2019,610
07/21/2019,"8,601"
07/22/2019,"9,988"
07/23/2019,"8,600"
07/24/2019,"8,997"
07/25/2019,"8,495"
07/26/2019,"3,030"
07/27/2019,"8,720"
07/28/2019,"7,471"
07/29/2019,"8,034"
07/30/2019,"6,083"
07/31/2019,"8,085"
08/01/2019,"9,579"
08/02/2019,"8,668"
08/03/2019,"6,588"
08/04/2019,"9,104"
08/05/2019,"6,063"
08/06/2019,"8,244"
08/07/2019,"7,152"
08/08/2019,"9,501"
08/09/2019,"9,333"
08/10/2019,"7,799"
08/11/2019,"3,745"
08/12/2019,"5,467"
08/13/2019,"4,742"
08/14/2019,"3,853"
08/15/2019,"6,741"
08/16/2019,"4,331"
08/17/2019,"7,629"
08/18/2019,"3,046"
08/19/2019,"9,429"
08/20/2019,"6,430"
08/21/2019,"7,644"
08/22/2019,"3,332"
08/23/2019,"8,775"
08/24/2019,"9,372"
08/25/2019,"7,301"
08/26/2019,"1,164"
08/27/2019,"8,428"
08/28/2019,"4,646"
08/29/2019,"6,958"
08/30/2019,"9,819"
08/31/2019,"4,576"
09/01/2019,"5,902"
