Date/Time,Energy Produced (Wh)
09/02/2019,"5,896"
09/03/2019,"4,821"
09/04/2019,"2,896"
09/05/2019,"6,337"
09/06/2019,"2,838"
09/07/2019,"5,814"
09/08/2019,"2,839"
09/09/2019,"2,098"
09/10/2019,"4,692"
09/11/2019,"1,284"
09/12/2019,"1,398"
09/13/2019,"5,205"
09/14/2019,"8,452"
09/15/2019,"3,501"
09/16/2019,"6,180"
09/17/2019,"7,143"
09/18/2019,"7,009"
09/19/2019,"2,910"
09/20/2019,"6,705"
09/21/2019,"1,877"
09/22/2019,"1,315"
09/23/2019,"8,457"
09/24/2019,"7,356"
09/25/2019,"7,140"
09/26/2019,"8,575"
09/27/2019,799
09/28/2019,"8,122"
09/29/2019,"1,291"
09/30/2019,"5,819"
10/01/2019,820
10/02/2019,"2,271"
10/03/2019,"2,453"
10/04/2019,"4,257"
10/05/2019,581
10/06/2019,"6,516"
10/07/2019,"7,797"
10/08/2019,"7,416"
10/09/2019,"6,932"
10/10/2019,"3,624"
10/11/2019,412
10/12/2019,"4,372"
10/13/2019,"1,009"
10/14/2019,"6,144"
10/15/2019,696
10/16/2019,"3,848"
10/17/2019,"1,947"
10/18/2019,"5,808"
10/19/2019,"4,238"
10/20/2019,"5,456"
10/21/2019,689
10/22/2019,797
10/23/2019,"5,663"
10/24/2019,"3,398"
10/25/2019,"6,473"
10/26/2019,"2,555"
10/27/2019,"6,983"
10/28/2019,"1,680"
10/29/2019,"4,170"
10/30/2019,"2,003"
10/31/2019,"1,193"
11/01/2019,"2,115"
11/02/2019,"2,002"
11/03/2019,"2,896"
11/04/2019,"1,356"
11/05/2019,"5,611"
11/06/2019,370
11/07/2019,"4,767"
11/08/2019,"4,878"
11/09/2019,"5,334"
11/10/2019,370
11/11/2019,"2,408"
11/12/2019,"6,248"
11/13/2019,616
11/14/2019,"2,959"
11/15/2019,"5,566"
11/16/2019,"4,355"
11/17/2019,710
11/18/2019,316
11/19/2019,532
11/20/2019,"2,737"
11/21/2019,247
11/22/2019,"4,425"
11/23/2019,"5,093"
11/24/2019,"3,034"
11/25/2019,"1,836"
11/26/2019,"2,058"
11/27/2019,384
11/28/2019,524
11/29/2019,607
11/30/2019,335
12/01/2019,9
12/02/2019,"1,096"
12/03/2019,"1,819"
12/04/2019,829
12/05/2019,890
12/06/2019,"3,799"
12/07/2019,"3,061"
12/08/2019,"2,810"
12/09/2019,217
12/10/2019,"1,270"
12/11/2019,"2,226"
12/12/2019,190
12/13/2019,328
12/14/2019,228
12/15/2019,"3,235"
12/16/2019,"1,088"
12/17/2019,610
12/18/2019,"4,662"
12/19/2019,"4,381"
12/20/2019,"1,943"
12/21/2019,"4,494"
12/22/2019,"4,255"
12/23/2019,"3,765"
12/24/2019,936
12/25/2019,604
12/26/2019,873
12/27/2019,"1,694"
12/28/2019,395
12/29/2019,654
12/30/2019,331
12/31/2019,550
01/01/2020,"3,161"
01/02/2020,"2,804"
01/03/2020,415
01/04/2020,444
01/05/2020,499
01/06/2020,"4,622"
01/07/2020,"4,249"
01/08/2020,"4,783"
01/09/2020,211
01/10/2020,"1,834"
01/11/2020,757
01/12/2020,"2,795"
01/13/2020,234
01/14/2020,470
01/15/2020,731
01/16/2020,"5,520"
01/17/2020,"1,473"
01/18/2020,371
01/19/2020,"3,228"
01/20/2020,"4,545"
01/21/2020,"4,911"
01/22/2020,"1,676"
01/23/2020,747
01/24/2020,247
01/25/2020,89
01/26/2020,950
01/27/2020,575
01/28/2020,508
01/29/2020,827
01/30/2020,732
01/31/2020,"1,371"
02/01/2020,"1,301"
02/02/2020,"6,212"
02/03/2020,"5,039"
02/04/2020,"5,469"
02/05/2020,"4,019"
02/06/2020,"6,524"
02/07/2020,"3,257"
02/08/2020,"3,338"
02/09/2020,170
02/10/2020,"6,494"
02/11/2020,"1,696"
02/12/2020,"4,846"
02/13/2020,"7,836"
02/14/2020,"8,674"
02/15/2020,"2,675"
02/16/2020,"8,551"
02/17/2020,"3,463"
02/18/2020,"1,475"
02/19/2020,"5,328"
02/20/2020,"6,338"
02/21/2020,"6,744"
02/22/2020,"8,147"
02/23/2020,"8,799"
02/24/2020,"5,830"
02/25/2020,"4,708"
02/26/2020,"1,877"
02/27/2020,"3,129"
02/28/2020,"8,928"
02/29/2020,"9,447"
03/01/2020,"7,105"
03/02/2020,"8,931"
03/03/2020,"3,081"
03/04/2020,"9,697"
03/05/2020,"1,207"
03/06/2020,"9,815"
03/07/2020,"9,315"
03/08/2020,"8,671"
03/09/2020,648
03/10/2020,"9,408"
03/11/2020,"1,002"
03/12/2020,872
03/13/2020,"9,169"
03/14/2020,"1,478"
03/15/2020,"5,211"
03/16/2020,"1,041"
03/17/2020,"10,157"
03/18/2020,"1,395"
03/19/2020,764
03/20/2020,"5,353"
03/21/2020,"7,295"
03/22/2020,"3,998"
03/23/2020,"2,882"
03/24/2020,"4,265"
03/25/2020,"2,005"
03/26/2020,"2,252"
03/27/2020,"3,159"
03/28/2020,652
03/29/2020,"1,523"
03/30/2020,"5,786"
03/31/2020,"1,888"
04/01/2020,"4,002"
04/02/2020,"8,940"
04/03/2020,"3,042"
04/04/2020,"9,704"
04/05/2020,"9,042"
04/06/2020,"4,978"
04/07/2020,"3,671"
04/08/2020,"3,455"
04/09/2020,"5,468"
04/10/2020,"5,408"
04/11/2020,"7,093"
04/12/2020,751
04/13/2020,"6,430"
04/14/2020,"5,969"
04/15/2020,"4,663"
04/16/2020,"9,644"
04/17/2020,"5,486"
04/18/2020,"8,361"
04/19/2020,"8,701"
04/20/2020,"7,742"
04/21/2020,"10,928"
04/22/2020,"6,863"
04/23/2020,"1,522"
04/24/2020,"7,844"
04/25/2020,"5,902"
04/26/2020,"10,683"
04/27/2020,"1,589"
04/28/2020,"3,284"
04/29/2020,778
04/30/2020,"10,690"
05/01/2020,"7,384"
05/02/2020,"9,325"
05/03/2020,"10,784"
05/04/2020,"9,662"
05/05/2020,"6,175"
05/06/2020,"9,697"
05/07/2020,"10,808"
05/08/2020,"8,341"
05/09/2020,"9,422"
05/10/2020,"3,132"
05/11/2020,"9,518"
05/12/2020,"10,959"
05/13/2020,"8,387"
05/14/2020,"2,100"
05/15/2020,"10,488"
05/16/2020,"9,545"
05/17/2020,750
05/18/2020,"1,334"
05/19/2020,"4,808"
05/20/2020,"10,239"
05/21/2020,"10,108"
05/22/2020,"2,918"
05/23/2020,"7,398"
05/24/2020,"6,909"
05/25/2020,"8,400"
05/26/2020,"8,209"
05/27/2020,"8,235"
05/28/2020,"1,505"
05/29/2020,"5,958"
05/30/2020,"9,258"
05/31/2020,"10,420"
06/01/2020,"2,779"
06/02/2020,"9,041"
06/03/2020,"9,745"
06/04/2020,"9,795"
06/05/2020,"6,382"
06/06/2020,"9,898"
06/07/2020,"7,868"
06/08/2020,"9,475"
06/09/2020,"4,482"
06/10/2020,"6,334"
06/11/2020,"8,816"
06/12/2020,"6,804"
06/13/2020,"10,382"
06/14/2020,"10,643"
06/15/2020,"9,317"
06/16/2020,"9,832"
06/17/2020,"9,703"
06/18/2020,"9,550"
06/19/2020,"8,755"
06/20/2020,"2,521"
06/21/2020,"9,875"
06/22/2020,"2,736"
06/23/2020,"7,448"
06/24/2020,"7,766"
06/25/2020,"9,441"
06/26/2020,"3,873"
06/27/2020,"9,289"
06/28/2020,"9,358"
06/29/2020,"4,189"
06/30/2020,"9,092"
07/01/2020,"9,413"
07/02/2020,"8,397"
07/03/2020,"8,183"
07/04/2020,"8,399"
07/05/2020,"8,633"
07/06/2020,"7,050"
07/07/2020,"6,360"
07/08/2020,"9,086"
07/09/2020,"4,280"
07/10/2020,"8,139"
07/11/2020,"8,483"
07/12/2020,"7,365"
07/13/2020,"9,650"
07/14/2020,"4,462"
07/15/2020,"2,112"
07/16/2020,"9,365"
07/17/2020,"8,506"
07/18/2020,"5,374"
07/19/2020,"9,938"
07/20/2020,"8,593"
07/21/2020,"6,801"
07/22/2020,"7,771"
07/23/2020,"5,393"
07/24/2020,"9,459"
07/25/2020,"7,830"
07/26/2020,"3,908"
07/27/2020,"8,894"
07/28/2020,"7,762"
07/29/2020,"8,903"
07/30/2020,"8,756"
07/31/2020,"8,357"
08/01/2020,"7,601"
08/02/2020,"3,713"
08/03/2020,"3,344"
08/04/2020,"7,850"
08/05/2020,"8,922"
08/06/2020,"9,573"
08/07/2020,"9,426"
08/08/2020,"4,057"
08/09/2020,"6,237"
08/10/2020,"3,875"
08/11/2020,"9,891"
08/12/2020,"9,252"
08/13/2020,"7,871"
08/14/2020,"8,947"
08/15/2020,"5,095"
08/16/2020,"8,699"
08/17/2020,"7,795"
08/18/2020,"9,302"
08/19/2020,"9,274"
08/20/2020,"8,241"
08/21/2020,"6,949"
08/22/2020,"5,747"
08/23/2020,"8,371"
08/24/2020,"5,797"
08/25/2020,"4,552"
08/26/2020,"7,922"
08/27/2020,"2,512"
08/28/2020,"3,672"
08/29/2020,"9,910"
08/30/2020,"9,589"
08/31/2020,"2,359"
09/01/2020,"4,497"
09/02/2020,"9,620"
09/03/2020,"8,106"
09/04/2020,"8,597"
09/05/2020,"8,408"
09/06/2020,"4,418"
09/07/2020,"6,005"
09/08/2020,966
09/09/2020,946
09/10/2020,"2,795"
09/11/2020,"5,790"
09/12/2020,"1,236"
09/13/2020,"5,743"
09/14/2020,"4,365"
09/15/2020,"6,488"
09/16/2020,"5,069"
09/17/2020,"6,122"
09/18/2020,"9,673"
09/19/2020,"9,270"
09/20/2020,"6,352"
09/21/2020,"6,533"
09/22/2020,"6,152"
09/23/2020,"7,738"
09/24/2020,"2,896"
09/25/2020,"7,997"
09/26/2020,"3,042"
09/27/2020,900
09/28/2020,"1,699"
09/29/2020,"1,953"
09/30/2020,"3,512"
10/01/2020,"5,157"
10/02/2020,"2,577"
10/03/2020,778
10/04/2020,"6,236"
10/05/2020,"7,742"
10/06/2020,"6,477"
10/07/2020,"7,777"
10/08/2020,"7,627"
10/09/2020,"5,324"
10/10/2020,"7,304"
10/11/2020,"1,636"
10/12/2020,"1,385"
10/13/2020,"5,397"
10/14/2020,"1,136"
10/15/2020,"5,935"
10/16/2020,"5,087"
10/17/2020,"1,572"
10/18/2020,"3,179"
10/19/2020,"1,876"
10/20/2020,"1,501"
10/21/2020,"1,260"
10/22/2020,179
10/23/2020,871
10/24/2020,"2,200"
10/25/2020,"1,366"
10/26/2020,"3,707"
10/27/2020,"4,734"
10/28/2020,"3,443"
10/29/2020,"3,312"
10/30/2020,"3,491"
10/31/2020,"4,667"
11/01/2020,"3,874"
11/02/2020,"4,900"
11/03/2020,"5,791"
11/04/2020,"5,472"
11/05/2020,"4,743"
11/06/2020,"4,953"
11/07/2020,"5,209"
11/08/2020,"4,497"
11/09/2020,"3,947"
11/10/2020,195
11/11/2020,"4,919"
11/12/2020,"3,792"
11/13/2020,"1,642"
11/14/2020,"2,216"
11/15/2020,239
11/16/2020,"1,403"
11/17/2020,"4,005"
11/18/2020,"3,366"
11/19/2020,"2,360"
11/20/2020,"4,210"
11/21/2020,"3,981"
11/22/2020,"2,360"
11/23/2020,"5,028"
11/24/2020,155
11/25/2020,445
11/26/2020,"2,107"
11/27/2020,"2,579"
11/28/2020,"4,655"
11/29/2020,"4,036"
11/30/2020,534
12/01/2020,"4,828"
12/02/2020,"4,095"
12/03/2020,"3,729"
12/04/2020,"3,852"
12/05/2020,997
12/06/2020,"2,607"
12/07/2020,486
12/08/2020,570
12/09/2020,"4,222"
12/10/2020,"4,213"
12/11/2020,451
12/12/2020,557
12/13/2020,651
12/14/2020,"4,268"
12/15/2020,"1,113"
12/16/2020,"2,110"
12/17/2020,"1,035"
12/18/2020,"1,612"
12/19/2020,573
12/20/2020,"2,099"
12/21/2020,696
12/22/2020,"1,583"
12/23/2020,318
12/24/2020,"1,917"
12/25/2020,"3,491"
12/26/2020,599
12/27/2020,277
12/28/2020,"2,552"
12/29/2020,"1,527"
12/30/2020,38
12/31/2020,"1,650"
01/01/2021,647
01/02/2021,546
01/03/2021,551
01/04/2021,507
01/05/2021,923
01/06/2021,815
01/07/2021,897
01/08/2021,719
01/09/2021,"2,095"
01/10/2021,555
01/11/2021,"1,597"
01/12/2021,811
01/13/2021,"3,168"
01/14/2021,"1,579"
01/15/2021,"1,118"
01/16/2021,"1,228"
01/17/2021,"1,668"
01/18/2021,654
01/19/2021,"2,670"
01/20/2021,"1,854"
01/21/2021,"3,826"
01/22/2021,"5,056"
01/23/2021,"5,544"
01/24/2021,"1,107"
01/25/2021,"4,161"
01/26/2021,"1,996"
01/27/2021,"4,755"
01/28/2021,"5,901"
01/29/2021,"5,917"
01/30/2021,"1,182"
01/31/2021,"1,488"
02/01/2021,"5,800"
02/02/2021,"3,169"
02/03/2021,"6,306"
02/04/2021,276
02/05/2021,138
02/06/2021,216
02/07/2021,379
02/08/2021,230
02/09/2021,355
02/10/2021,324
02/11/2021,257
02/12/2021,455
02/13/2021,137
02/14/2021,488
02/15/2021,547
02/16/2021,"2,446"
02/17/2021,"4,713"
02/18/2021,"5,157"
02/19/2021,"3,158"
02/20/2021,"8,163"
02/21/2021,"2,787"
02/22/2021,"1,758"
02/23/2021,"7,833"
02/24/2021,"4,942"
02/25/2021,"9,056"
02/26/2021,"7,986"
02/27/2021,"8,803"
02/28/2021,888
03/01/2021,"9,638"
03/02/2021,"9,364"
03/03/2021,"8,933"
03/04/2021,"9,536"
03/05/2021,"8,887"
03/06/2021,"9,690"
03/07/2021,"7,481"
03/08/2021,"9,106"
03/09/2021,"7,416"
03/10/2021,832
03/11/2021,"6,586"
03/12/2021,"10,123"
03/13/2021,"9,759"
03/14/2021,"8,204"
03/15/2021,"2,874"
03/16/2021,"2,106"
03/17/2021,"1,496"
03/18/2021,"9,677"
03/19/2021,"10,264"
03/20/2021,"10,224"
03/21/2021,"8,225"
03/22/2021,"3,514"
03/23/2021,"2,471"
03/24/2021,"1,124"
03/25/2021,"1,313"
03/26/2021,"5,943"
03/27/2021,"1,293"
03/28/2021,"4,398"
03/29/2021,"8,999"
03/30/2021,"5,121"
03/31/2021,"4,976"
04/01/2021,"10,656"
04/02/2021,"10,179"
04/03/2021,"9,576"
04/04/2021,"8,136"
04/05/2021,"9,013"
04/06/2021,"6,529"
04/07/2021,"7,555"
04/08/2021,"2,182"
04/09/2021,"2,536"
04/10/2021,"1,736"
04/11/2021,"2,786"
04/12/2021,"4,525"
04/13/2021,"2,825"
04/14/2021,"4,576"
04/15/2021,"4,335"
04/16/2021,"10,357"
04/17/2021,"9,819"
04/18/2021,"8,155"
04/19/2021,"3,743"
04/20/2021,"5,664"
04/21/2021,"6,252"
04/22/2021,"10,676"
04/23/2021,"6,984"
04/24/2021,"4,564"
04/25/2021,"10,859"
04/26/2021,"4,327"
04/27/2021,"5,934"
04/28/2021,"5,336"
04/29/2021,"7,295"
04/30/2021,"9,705"
05/01/2021,"8,498"
05/02/2021,"7,833"
05/03/2021,"1,461"
05/04/2021,"5,575"
05/05/2021,"9,131"
05/06/2021,"7,480"
05/07/2021,"4,443"
05/08/2021,"9,890"
05/09/2021,"8,309"
05/10/2021,"7,175"
05/11/2021,"7,966"
05/12/2021,"10,650"
05/13/2021,"9,367"
05/14/2021,"7,765"
05/15/2021,"3,383"
05/16/2021,"8,701"
05/17/2021,"9,976"
05/18/2021,"8,112"
05/19/2021,"2,336"
05/20/2021,"5,712"
05/21/2021,"3,737"
05/22/2021,"8,040"
05/23/2021,"2,405"
05/24/2021,"5,980"
05/25/2021,"7,098"
05/26/2021,"9,158"
05/27/2021,"1,885"
05/28/2021,"6,230"
05/29/2021,"10,866"
05/30/2021,"7,974"
05/31/2021,"9,031"
06/01/2021,"10,011"
06/02/2021,"9,720"
06/03/2021,"7,348"
06/04/2021,"9,274"
06/05/2021,"9,477"
06/06/2021,"9,029"
06/07/2021,"8,520"
06/08/2021,"9,281"
06/09/2021,"7,696"
06/10/2021,"9,349"
06/11/2021,"8,584"
06/12/2021,"9,131"
06/13/2021,"9,841"
06/14/2021,"7,831"
06/15/2021,"9,129"
06/16/2021,"10,173"
06/17/2021,"7,918"
06/18/2021,"10,208"
06/19/2021,"7,956"
06/20/2021,"3,656"
06/21/2021,"7,115"
06/22/2021,"8,422"
06/23/2021,"5,113"
06/24/2021,"3,872"
06/25/2021,"6,208"
06/26/2021,"1,289"
06/27/2021,"3,125"
06/28/2021,"6,882"
06/29/2021,"3,247"
06/30/2021,"7,707"
07/01/2021,"9,890"
07/02/2021,"9,732"
07/03/2021,"8,954"
07/04/2021,"8,609"
07/05/2021,"8,725"
07/06/2021,"5,699"
07/07/2021,"1,687"
07/08/2021,"3,044"
07/09/2021,"7,621"
07/10/2021,"9,443"
07/11/2021,"9,611"
07/12/2021,"5,863"
07/13/2021,"6,787"
07/14/2021,"4,532"
07/15/2021,"7,060"
07/16/2021,"9,901"
07/17/2021,"9,837"
07/18/2021,"7,385"
07/19/2021,"8,097"
07/20/2021,"6,123"
07/21/2021,"7,560"
07/22/2021,"3,780"
07/23/2021,"7,535"
07/24/2021,"6,345"
07/25/2021,"9,636"
07/26/2021,"7,250"
07/27/2021,"7,068"
07/28/2021,"6,149"
07/29/2021,"7,800"
07/30/2021,"8,483"
07/31/2021,"5,845"
08/01/2021,"7,652"
08/02/2021,"8,313"
08/03/2021,"7,393"
08/04/2021,"8,178"
08/05/2021,"7,132"
08/06/2021,"5,868"
08/07/2021,"1,538"
08/08/2021,"4,547"
08/09/2021,"3,890"
08/10/2021,"7,473"
08/11/2021,"3,321"
08/12/2021,"6,701"
08/13/2021,"9,503"
08/14/2021,"9,741"
08/15/2021,"9,495"
08/16/2021,"9,536"
08/17/2021,"9,310"
08/18/2021,"8,723"
08/19/2021,"8,271"
08/20/2021,"8,851"
08/21/2021,"4,229"
08/22/2021,"9,058"
08/23/2021,"6,879"
08/24/2021,"2,525"
08/25/2021,"7,047"
08/26/2021,"7,201"
08/27/2021,"1,747"
08/28/2021,"6,443"
08/29/2021,"8,434"
08/30/2021,"9,053"
08/31/2021,"4,806"
09/01/2021,"9,719"
09/02/2021,"6,850"
09/03/2021,"1,422"
09/04/2021,"1,708"
09/05/2021,"8,096"
09/06/2021,"8,292"
09/07/2021,"4,400"
09/08/2021,"6,203"
09/09/2021,"7,903"
09/10/2021,"8,178"
09/11/2021,"6,304"
09/12/2021,"2,182"
09/13/2021,"5,930"
09/14/2021,"4,172"
09/15/2021,"8,394"
09/16/2021,"8,768"
09/17/2021,"6,670"
09/18/2021,"9,209"
09/19/2021,"8,267"
09/20/2021,"4,110"
09/21/2021,"5,483"
09/22/2021,"6,963"
09/23/2021,"7,171"
09/24/2021,"7,771"
09/25/2021,"8,683"
09/26/2021,"3,751"
09/27/2021,"8,381"
09/28/2021,"8,233"
09/29/2021,"7,781"
09/30/2021,"6,864"
10/01/2021,"6,854"
10/02/2021,"4,008"
10/03/2021,828
10/04/2021,"1,635"
10/05/2021,"3,149"
10/06/2021,"6,831"
10/07/2021,936
10/08/2021,"4,782"
10/09/2021,"2,408"
10/10/2021,"1,751"
10/11/2021,"1,073"
10/12/2021,634
10/13/2021,"1,117"
10/14/2021,"5,537"
10/15/2021,"2,962"
10/16/2021,"5,924"
10/17/2021,"7,004"
10/18/2021,"6,532"
10/19/2021,"5,976"
10/20/2021,"2,862"
10/21/2021,"1,445"
10/22/2021,"2,877"
10/23/2021,"5,858"
10/24/2021,"3,560"
10/25/2021,"2,104"
10/26/2021,"6,176"
10/27/2021,"4,854"
10/28/2021,760
10/29/2021,716
10/30/2021,"2,299"
10/31/2021,"3,622"
11/01/2021,"2,527"
11/02/2021,"5,537"
11/03/2021,"2,481"
11/04/2021,"4,958"
11/05/2021,"5,366"
11/06/2021,"5,414"
11/07/2021,"3,666"
11/08/2021,"4,992"
11/09/2021,"2,599"
11/10/2021,"2,992"
11/11/2021,351
11/12/2021,"1,742"
11/13/2021,"2,554"
11/14/2021,"1,001"
11/15/2021,"4,688"
11/16/2021,"3,188"
11/17/2021,"1,648"
11/18/2021,806
11/19/2021,"3,781"
11/20/2021,"1,949"
11/21/2021,"1,767"
11/22/2021,"4,310"
11/23/2021,"4,953"
11/24/2021,"1,428"
11/25/2021,717
11/26/2021,"3,610"
11/27/2021,"1,135"
11/28/2021,"4,818"
11/29/2021,363
11/30/2021,"4,267"
12/01/2021,"1,104"
12/02/2021,"2,943"
12/03/2021,281
12/04/2021,"2,560"
12/05/2021,178
12/06/2021,"2,879"
12/07/2021,"1,787"
12/08/2021,"4,464"
12/09/2021,360
12/10/2021,642
12/11/2021,"2,960"
12/12/2021,"4,555"
12/13/2021,"4,455"
12/14/2021,"2,063"
12/15/2021,266
12/16/2021,975
12/17/2021,"3,135"
12/18/2021,"1,028"
12/19/2021,"2,266"
12/20/2021,"3,233"
12/21/2021,418
12/22/2021,"3,701"
12/23/2021,"1,115"
12/24/2021,204
12/25/2021,"3,983"
12/26/2021,"3,524"
12/27/2021,552
12/28/2021,479
12/29/2021,"4,201"
12/30/2021,808
12/31/2021,"1,210"
01/01/2022,"1,279"
01/02/2022,"4,804"
01/03/2022,"3,941"
01/04/2022,"2,490"
01/05/2022,"1,157"
01/06/2022,"2,539"
01/07/2022,"4,498"
01/08/2022,"1,941"
01/09/2022,"5,266"
01/10/2022,"5,350"
01/11/2022,"5,188"
01/12/2022,"3,636"
01/13/2022,"1,274"
01/14/2022,"1,772"
01/15/2022,"5,452"
01/16/2022,"2,111"
01/17/2022,"1,857"
01/18/2022,"1,427"
01/19/2022,"5,462"
01/20/2022,"5,648"
01/21/2022,"5,660"
01/22/2022,"3,419"
01/23/2022,"4,444"
01/24/2022,"4,512"
01/25/2022,"6,199"
01/26/2022,"6,334"
01/27/2022,"1,311"
01/28/2022,"6,179"
01/29/2022,"1,512"
01/30/2022,"4,684"
01/31/2022,"5,124"
02/01/2022,"4,682"
02/02/2022,"1,975"
02/03/2022,"6,623"
02/04/2022,"1,719"
02/05/2022,829
02/06/2022,"2,604"
02/07/2022,"6,025"
02/08/2022,"6,119"
02/09/2022,"1,067"
02/10/2022,"2,363"
02/11/2022,896
02/12/2022,"7,533"
02/13/2022,"7,743"
02/14/2022,"4,874"
02/15/2022,"2,271"
02/16/2022,"1,102"
02/17/2022,"1,884"
02/18/2022,"3,231"
02/19/2022,"8,851"
02/20/2022,"8,162"
02/21/2022,889
02/22/2022,691
02/23/2022,"8,112"
02/24/2022,"2,178"
02/25/2022,"6,439"
02/26/2022,"9,318"
02/27/2022,"8,336"
02/28/2022,"6,772"
03/01/2022,"8,102"
03/02/2022,"1,429"
03/03/2022,"7,834"
03/04/2022,"7,257"
03/05/2022,574
03/06/2022,"1,517"
03/07/2022,"1,488"
03/08/2022,"10,165"
03/09/2022,"7,409"
03/10/2022,"8,761"
03/11/2022,"8,178"
03/12/2022,"10,505"
03/13/2022,"8,865"
03/14/2022,"3,014"
03/15/2022,"6,488"
03/16/2022,"7,622"
03/17/2022,"6,582"
03/18/2022,601
03/19/2022,"3,444"
03/20/2022,"9,562"
03/21/2022,"4,577"
03/22/2022,765
03/23/2022,740
03/24/2022,961
03/25/2022,"2,554"
03/26/2022,"3,490"
03/27/2022,"10,493"
03/28/2022,"10,354"
03/29/2022,"2,276"
03/30/2022,576
03/31/2022,"1,776"
04/01/2022,"9,512"
04/02/2022,"1,371"
04/03/2022,"5,954"
04/04/2022,"1,493"
04/05/2022,"2,078"
04/06/2022,"3,976"
04/07/2022,"2,484"
04/08/2022,"2,461"
04/09/2022,"8,469"
04/10/2022,"7,751"
04/11/2022,"9,455"
04/12/2022,"4,032"
04/13/2022,"2,428"
04/14/2022,"6,012"
04/15/2022,"7,876"
04/16/2022,"4,672"
04/17/2022,"8,667"
04/18/2022,"1,168"
04/19/2022,"8,372"
04/20/2022,"1,906"
04/21/2022,"10,404"
04/22/2022,"1,756"
04/23/2022,"6,884"
04/24/2022,"7,792"
04/25/2022,"2,635"
04/26/2022,"2,803"
04/27/2022,"10,139"
04/28/2022,"4,477"
04/29/2022,"7,048"
04/30/2022,801
05/01/2022,"1,433"
05/02/2022,"2,578"
05/03/2022,"2,159"
05/04/2022,"10,029"
05/05/2022,"7,221"
05/06/2022,"7,067"
05/07/2022,"10,229"
05/08/2022,"3,949"
05/09/2022,"9,215"
05/10/2022,"7,863"
05/11/2022,"5,702"
05/12/2022,"8,226"
05/13/2022,"9,381"
05/14/2022,"9,496"
05/15/2022,"8,961"
05/16/2022,"9,595"
05/17/2022,"9,330"
05/18/2022,"7,447"
05/19/2022,"6,917"
05/20/2022,"1,526"
05/21/2022,"7,234"
05/22/2022,"6,808"
05/23/2022,"6,001"
05/24/2022,"7,543"
05/25/2022,"1,326"
05/26/2022,"4,315"
05/27/2022,"6,601"
05/28/2022,"4,087"
05/29/2022,"5,106"
05/30/2022,"8,985"
05/31/2022,"7,263"
06/01/2022,"9,840"
06/02/2022,"9,808"
06/03/2022,"10,911"
06/04/2022,"8,316"
06/05/2022,"1,763"
06/06/2022,"2,674"
06/07/2022,"7,246"
06/08/2022,"2,342"
06/09/2022,"9,441"
06/10/2022,"9,279"
06/11/2022,"2,776"
06/12/2022,"10,131"
06/13/2022,"3,136"
06/14/2022,"8,496"
06/15/2022,"7,732"
06/16/2022,"9,895"
06/17/2022,"10,375"
06/18/2022,"10,304"
06/19/2022,"8,996"
06/20/2022,"9,588"
06/21/2022,"9,006"
06/22/2022,"10,281"
06/23/2022,"9,828"
06/24/2022,"9,093"
06/25/2022,"2,450"
06/26/2022,"9,940"
06/27/2022,"10,626"
06/28/2022,"6,610"
06/29/2022,"7,225"
06/30/2022,"3,336"
07/01/2022,"7,495"
07/02/2022,"7,764"
07/03/2022,"9,081"
07/04/2022,"3,201"
07/05/2022,"7,823"
07/06/2022,"6,228"
07/07/2022,"6,683"
07/08/2022,"5,300"
07/09/2022,"9,979"
07/10/2022,"8,493"
07/11/2022,"5,974"
07/12/2022,"8,774"
07/13/2022,"6,502"
07/14/2022,"8,662"
07/15/2022,"1,731"
07/16/2022,"7,870"
07/17/2022,"7,896"
07/18/2022,"8,824"
07/19/2022,"6,434"
07/20/2022,"6,306"
07/21/2022,"8,541"
07/22/2022,"9,198"
07/23/2022,"6,573"
07/24/2022,"7,581"
07/25/2022,"9,403"
07/26/2022,"9,397"
07/27/2022,"9,107"
07/28/2022,"8,822"
07/29/2022,"8,848"
07/30/2022,"8,089"
07/31/2022,"8,710"
08/01/2022,"7,032"
08/02/2022,"8,926"
08/03/2022,"3,177"
08/04/2022,"9,947"
08/05/2022,"8,735"
08/06/2022,"6,106"
08/07/2022,"1,247"
08/08/2022,"4,780"
08/09/2022,"8,940"
08/10/2022,"9,287"
08/11/2022,"9,201"
08/12/2022,"5,590"
08/13/2022,"1,046"
08/14/2022,"3,914"
08/15/2022,"8,062"
08/16/2022,"7,433"
08/17/2022,"7,295"
08/18/2022,"7,345"
08/19/2022,"5,348"
08/20/2022,"4,409"
08/21/2022,"3,642"
08/22/2022,"9,179"
08/23/2022,"8,894"
08/24/2022,"8,695"
08/25/2022,"3,702"
08/26/2022,"9,100"
08/27/2022,"3,093"
08/28/2022,"3,888"
08/29/2022,"7,633"
08/30/2022,"9,715"
08/31/2022,"9,443"
09/01/2022,"8,662"
09/02/2022,"3,487"
09/03/2022,"6,347"
09/04/2022,"7,619"
09/05/2022,"8,019"
09/06/2022,"4,639"
09/07/2022,"7,399"
09/08/2022,"7,208"
09/09/2022,"7,810"
09/10/2022,608
09/11/2022,541
09/12/2022,732
09/13/2022,"7,971"
09/14/2022,"6,811"
09/15/2022,"6,901"
09/16/2022,"7,168"
09/17/2022,"5,234"
09/18/2022,"2,789"
09/19/2022,"8,415"
09/20/2022,"4,350"
09/21/2022,"7,826"
09/22/2022,"7,425"
09/23/2022,"4,008"
